astronomical_year,normal_x,normal_y,normal_z,along_raw_deg,cross_raw_deg,along_smooth_deg,cross_smooth_deg,along_speed_arcsec_per_century,cross_speed_arcsec_per_century,total_speed_arcsec_per_century,total_speed_smooth_arcsec_per_century,speed_acceleration_arcsec_per_century_per_century,tangent_direction_deg,along_second_deg_per_year2,cross_second_deg_per_year2,signed_curvature_per_deg,radius_of_curvature_deg
3000.000000000000,0.000296141995,0.002242650994,0.999997441405,0.000000000000,-0.000000000000,,,,,,,,,,,,
3001.000000000000,0.000296407369,0.002244707796,0.999997436712,0.000118128766,0.000012827495,,,,,,,,,,,,
3002.000000000000,0.000296238129,0.002246552073,0.999997432620,0.000218585660,0.000047010776,,,,,,,,,,,,
3003.000000000000,0.000297159354,0.002248800301,0.999997427293,0.000356180855,0.000025876215,,,,,,,,,,,,
3004.000000000000,0.000298269097,0.002251217936,0.999997421523,0.000505742809,-0.000003485052,,,,,,,,,,,,
3005.000000000000,0.000298271511,0.002251517520,0.999997420848,0.000522462422,0.000000401890,,,,,,,,,,,,
3006.000000000000,0.000299051731,0.002255330358,0.999997412023,0.000745315688,0.000008123776,,,,,,,,,,,,
3007.000000000000,0.000299460078,0.002259412565,0.999997402686,0.000978181400,0.000040175266,,,,,,,,,,,,
3008.000000000000,0.000299234962,0.002261575888,0.999997397863,0.001095659489,0.000081753508,,,,,,,,,,,,
3009.000000000000,0.000298414834,0.002263448129,0.999997393872,0.001188936944,0.000152567398,,,,,,,,,,,,
3010.000000000000,0.000298102300,0.002264115550,0.999997392454,0.001221917932,0.000178934910,,,,,,,,,,,,
3011.000000000000,0.000299853256,0.002265421782,0.999997388973,0.001318180471,0.000098938609,,,,,,,,,,,,
3012.000000000000,0.000302324451,0.002268128994,0.999997382092,0.001502147443,-0.000002369987,,,,,,,,,,,,
3013.000000000000,0.000302861930,0.002269704789,0.999997378354,0.001597136099,-0.000011155764,,,,,,,,,,,,
3014.000000000000,0.000303122155,0.002274637327,0.999997367068,0.001875378022,0.000040560591,,,,,,,,,,,,
3015.000000000000,0.000302409140,0.002278220438,0.999997359127,0.002065390998,0.000128373698,,,,,,,,,,,,
3016.000000000000,0.000301852378,0.002278873147,0.999997357808,0.002094274158,0.000168147516,,,,,,,,,,,,
3017.000000000000,0.000301588270,0.002279829260,0.999997355708,0.002143985698,0.000195692917,,,,,,,,,,,,
3018.000000000000,0.000302118174,0.002280913937,0.999997353075,0.002211516718,0.000180736588,,,,,,,,,,,,
3019.000000000000,0.000303925770,0.002283569939,0.999997346465,0.002383723562,0.000115703836,,,,,,,,,,,,
3020.000000000000,0.000305232557,0.002287083905,0.999997338037,0.002596997527,0.000090083474,,,,,,,,,,,,
3021.000000000000,0.000304677469,0.002288179571,0.999997335699,0.002650576446,0.000135710043,,,,,,,,,,,,
3022.000000000000,0.000304739199,0.002291539890,0.999997327986,0.002838579297,0.000177378304,,,,,,,,,,,,
3023.000000000000,0.000305034965,0.002294410063,0.999997321314,0.003002421893,0.000199431151,,,,,,,,,,,,
3024.000000000000,0.000305629213,0.002295497611,0.999997318637,0.003070976550,0.000180929386,,,,,,,,,,,,
3025.000000000000,0.000305612151,0.002297851134,0.999997313237,0.003201841896,0.000213471917,,,,,,,,,,,,
